"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","CZE","Czech Republic","2010","2010",48.3,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","CZE","Czech Republic","2011","2011",48.1,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","CZE","Czech Republic","2012","2012",48.2,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","CZE","Czech Republic","2013","2013",48.3,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","CZE","Czech Republic","2014","2014",48.5,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","CZE","Czech Republic","2015","2015",49.1,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","CZE","Czech Republic","2016","2016",49.8,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","CZE","Czech Republic","2017","2017",50.5,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","CZE","Czech Republic","2018","2018",51,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","CZE","Czech Republic","2019","2019",50.9,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","CZE","Czech Republic","2020","2020",49.9,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","1990","1990",51.2,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","1991","1991",50.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","1992","1992",50,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","1993","1993",49,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","1994","1994",49.9,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","1995","1995",49.9,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","1996","1996",50.1,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","1997","1997",50.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","1998","1998",51.1,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","1999","1999",51.4,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","2000","2000",51.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","2001","2001",51.9,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","2002","2002",51.8,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","2003","2003",51.2,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","2004","2004",50.8,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","2005","2005",51.4,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","2006","2006",52.3,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","2007","2007",53.3,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","2008","2008",53.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","2009","2009",51.7,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","2010","2010",50.3,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","2011","2011",50,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","2012","2012",49.5,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","2013","2013",49.3,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","2014","2014",49.5,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","2015","2015",49.8,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","2016","2016",50.2,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","2017","2017",50.7,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","2018","2018",51.1,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","2019","2019",51.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DNK","Denmark","2020","2020",51.1,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","1990","1990",49.5,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","1991","1991",46.5,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","1992","1992",43.2,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","1993","1993",40.5,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","1994","1994",39.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","1995","1995",40.3,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","1996","1996",40.9,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","1997","1997",42.1,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","1998","1998",42.8,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","1999","1999",43.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","2000","2000",44.4,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","2001","2001",45,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","2002","2002",45.5,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","2003","2003",45.5,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","2004","2004",45.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","2005","2005",46.1,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","2006","2006",46.8,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","2007","2007",47.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","2008","2008",48.5,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","2009","2009",47,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","2010","2010",46.5,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","2011","2011",47,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","2012","2012",47.2,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","2013","2013",46.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","2014","2014",46.2,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","2015","2015",46.1,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","2016","2016",46.1,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","2017","2017",46.5,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","2018","2018",47.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","2019","2019",48.4,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FIN","Finland","2020","2020",47.4,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","1990","1990",41.7,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","1991","1991",41.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","1992","1992",41.1,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","1993","1993",40.5,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","1994","1994",40.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","1995","1995",40.9,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","1996","1996",41,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","1997","1997",41.2,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","1998","1998",41.8,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","1999","1999",42.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","2000","2000",43.3,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","2001","2001",43.7,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","2002","2002",43.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","2003","2003",43.3,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","2004","2004",43,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","2005","2005",43,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","2006","2006",43.2,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","2007","2007",43.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","2008","2008",43.5,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","2009","2009",42.8,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","2010","2010",42.7,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","2011","2011",42.8,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","2012","2012",42.7,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","2013","2013",42.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","2014","2014",42.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","2015","2015",42.5,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","2016","2016",42.7,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","2017","2017",43.1,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","2018","2018",43.3,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","2019","2019",43.7,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","FRA","France","2020","2020",43.2,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","1995","1995",46.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","1996","1996",46.5,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","1997","1997",46.4,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","1998","1998",46.9,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","1999","1999",47.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","2000","2000",48.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","2001","2001",48.4,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","2002","2002",48.1,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","2003","2003",47.5,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","2004","2004",47.7,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","2005","2005",47.7,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","2006","2006",48.1,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","2007","2007",49,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","2008","2008",49.7,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","2009","2009",49.9,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","2010","2010",50.2,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","2011","2011",51.8,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","2012","2012",52.2,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","2013","2013",52.5,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","2014","2014",52.8,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","2015","2015",52.8,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","2016","2016",53,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","2017","2017",53.5,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","2018","2018",54.1,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","2019","2019",54.5,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","DEU","Germany","2020","2020",54,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","GRC","Greece","1995","1995",39.4,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","GRC","Greece","1996","1996",39,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","GRC","Greece","1997","1997",38.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","GRC","Greece","1998","1998",40.1,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","GRC","Greece","1999","1999",39.9,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","GRC","Greece","2000","2000",39.9,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","GRC","Greece","2001","2001",39.8,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","GRC","Greece","2002","2002",40.7,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","GRC","Greece","2003","2003",41.1,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","GRC","Greece","2004","2004",42,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","GRC","Greece","2005","2005",42.3,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","GRC","Greece","2006","2006",42.9,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","GRC","Greece","2007","2007",43.4,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","GRC","Greece","2008","2008",43.8,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","GRC","Greece","2009","2009",43.5,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","GRC","Greece","2010","2010",42.3,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","GRC","Greece","2011","2011",40.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","GRC","Greece","2012","2012",39.2,,
